predicted_index,predicted_label,predicted_voxels,best_gt_instance_id,best_gt_label,best_voxel_iou,purity_at_best_iou,coverage_at_best_iou,maximum_purity,overlap_gt_count,overlap_gt_count_purity_0p01,overlap_gt_count_purity_0p05
28,pillow,185,43,pot,0.46863468634686345,0.6864864864864865,0.596244131455399,0.9081081081081082,12,10,9
29,pillow,53,55,plant-stand,0.17543859649122806,0.5660377358490566,0.20270270270270271,0.9811320754716981,4,4,4
30,pillow,35,35,indoor-plant,0.038834951456310676,0.22857142857142856,0.0446927374301676,1.0,6,6,6
31,pillow,230,72,cushion,0.2829076620825147,0.6260869565217392,0.3404255319148936,0.9434782608695652,7,7,5
32,pillow,26,72,cushion,0.022779043280182234,0.38461538461538464,0.02364066193853428,1.0,2,2,2
33,pillow,1999,11,table,0.3115264797507788,0.3501750875437719,0.7383966244725738,0.4222111055527764,28,24,14
34,coffee table,753,78,lamp,0.4471264367816092,0.5166002656042497,0.7687747035573123,0.5710491367861886,9,6,4
35,cup,98,78,lamp,0.12897196261682242,0.7040816326530612,0.13636363636363635,0.7040816326530612,3,3,3
36,sofa chair,35,19,blinds,0.03711558854718982,1.0,0.03711558854718982,1.0,1,1,1
37,bottle,9,78,lamp,0.017786561264822136,1.0,0.017786561264822136,1.0,2,2,2
38,armchair,816,19,blinds,0.8380355276907001,0.9828431372549019,0.8504772004241782,0.9828431372549019,1,1,1
39,blinds,2998,15,blinds,0.35857238158772514,0.35857238158772514,1.0,0.39192795196797864,10,10,6
40,pillow,35,19,blinds,0.03711558854718982,1.0,0.03711558854718982,1.0,1,1,1
41,pillow,130,19,blinds,0.13544973544973546,0.9846153846153847,0.1357370095440085,0.9846153846153847,1,1,1
42,lamp,7,60,rug,0.0036344755970924196,1.0,0.0036344755970924196,1.0,1,1,1
43,potted plant,178,78,lamp,0.15736040609137056,0.5224719101123596,0.18379446640316205,0.5224719101123596,3,3,3
44,ceiling,7233,33,wall,0.2893419833178869,0.4316327941379787,0.46743524479712534,0.4316327941379787,7,5,4
45,coffee table,190,21,blinds,0.13755020080321284,0.7210526315789474,0.14528101802757157,0.7315789473684211,6,6,6
46,radiator,458,74,chair,0.1930080116533139,0.5786026200873362,0.2245762711864407,0.5786026200873362,5,5,5
47,chair,40,64,vent,0.013888888888888888,0.025,0.030303030303030304,0.025,1,1,0
48,armchair,859,64,vent,0.03360370799536501,0.033760186263096625,0.8787878787878788,0.033760186263096625,1,1,0
49,pillow,21,,,0.0,0.0,0.0,0.0,0,0,0
50,pillow,108,,,0.0,0.0,0.0,0.0,0,0,0
51,pillow,2030,83,lamp,0.06838294448913917,0.12561576354679804,0.13050153531218014,0.6980295566502464,2,2,2
52,lamp,157,,,0.0,0.0,0.0,0.0,0,0,0
53,pillow,54,83,lamp,0.006012024048096192,0.2222222222222222,0.006141248720573183,0.7962962962962963,2,2,2
54,pillow,179,83,lamp,0.010421601136901942,0.12290502793296089,0.011258955987717503,0.8212290502793296,2,2,2
55,book,102,78,lamp,0.14285714285714285,0.7450980392156863,0.15019762845849802,0.7450980392156863,4,3,3
56,lamp,4,88,ceiling,0.0001734530159143142,1.0,0.0001734530159143142,1.0,1,1,1
57,book,188,,,0.0,0.0,0.0,0.0,0,0,0
58,lamp,6,83,lamp,0.0030706243602865915,1.0,0.0030706243602865915,1.0,3,3,3
59,lamp,32,83,lamp,0.008121827411167513,0.5,0.008188331627430911,1.0,3,3,3
60,lamp,92,83,lamp,0.023,0.5,0.02354145342886387,1.0,2,2,2
61,sofa chair,6,26,window,0.007619047619047619,0.6666666666666666,0.0076481835564053535,0.6666666666666666,1,1,1
62,book,72,,,0.0,0.0,0.0,0.0,0,0,0
63,end table,423,83,lamp,0.21585677749360613,0.9976359338061466,0.21596724667349027,0.9976359338061466,2,2,2
64,power outlet,34,83,lamp,0.014285714285714285,0.8235294117647058,0.014329580348004094,1.0,2,2,2
65,lamp,64,83,lamp,0.015090543259557344,0.46875,0.015353121801432957,0.96875,2,2,2
66,floor,471,83,lamp,0.16811175337186898,0.7409766454352441,0.17860798362333674,0.7919320594479831,7,7,6
67,lamp,37,83,lamp,0.015298317185109638,0.8108108108108109,0.015353121801432957,1.0,2,2,2
68,end table,184,86,blanket,0.2448210922787194,0.7065217391304348,0.27253668763102723,0.8695652173913043,9,9,8
69,lamp,29,83,lamp,0.013285641287685232,0.896551724137931,0.01330603889457523,1.0,3,3,2
70,lamp,32,83,lamp,0.011716760061130923,0.71875,0.011770726714431934,1.0,3,3,3
71,blinds,5519,88,ceiling,0.22048084724772601,0.9354955607899982,0.22388448029140107,0.9354955607899982,3,3,3
72,cushion,156,13,cushion,1.0,1.0,1.0,1.0,15,15,15
