predicted_index,predicted_label,gt_index,gt_instance_id,gt_label,intersection_voxels,predicted_voxels,gt_voxels,purity,coverage,voxel_iou,bbox_iou,center_distance_m,semantic_eligible,semantic_consistent
2,power outlet,21,4,chair,8,11,9128,0.7272727272727273,0.0008764241893076249,0.0008761362391851933,4.042731673791981e-05,0.9672439667123633,True,False
2,power outlet,34,58,table,8,11,7452,0.7272727272727273,0.0010735373054213634,0.001073105298457411,4.64123271140815e-05,2.075715414422852,True,False
3,closet door,3,61,chair,150,1351,2830,0.11102886750555144,0.053003533568904596,0.037211610022326966,0.02482561355694375,1.602435362114588,True,False
3,closet door,4,10,ceiling,1141,1351,6935,0.844559585492228,0.16452775775054074,0.15969209237228832,0.05037753281508857,1.0624741603766332,False,False
3,closet door,5,14,undefined,1,1351,500,0.0007401924500370096,0.002,0.0005405405405405405,0.017595307917888565,1.1240952662823256,False,False
3,closet door,6,21,lamp,172,1351,211,0.12731310140636565,0.8151658767772512,0.1237410071942446,0.10245059288537549,0.5264492854174129,True,False
3,closet door,21,4,chair,868,1351,9128,0.6424870466321243,0.0950920245398773,0.09031318281136198,0.015981423647958924,1.3247908776473754,True,False
3,closet door,33,17,vent,115,1351,224,0.0851221317542561,0.5133928571428571,0.07876712328767123,0.06550951847704367,0.7193842955687778,False,False
3,closet door,34,58,table,426,1351,7452,0.3153219837157661,0.0571658615136876,0.05085352751581712,0.012844444316217986,2.6568366374817534,True,False
3,closet door,40,32,undefined,20,1351,21,0.014803849000740192,0.9523809523809523,0.014792899408284023,0.005691699604743083,0.3341455810868396,False,False
4,chair,15,46,undefined,37,350,37,0.10571428571428572,1.0,0.10571428571428572,0.09523809523809523,0.22168859282324807,False,False
4,chair,17,50,switch,47,350,47,0.13428571428571429,1.0,0.13428571428571429,0.13095238095238096,0.2328708067584082,False,False
4,chair,41,35,panel,58,350,61,0.1657142857142857,0.9508196721311475,0.1643059490084986,0.09428571428571429,0.2633581753792152,False,False
4,chair,42,36,switch,19,350,19,0.054285714285714284,1.0,0.054285714285714284,0.02857142857142857,0.26044888790733156,False,False
5,picture,3,61,chair,185,1562,2830,0.11843790012804098,0.06537102473498234,0.04397432850011885,0.03329391197038256,1.7388056600007749,True,False
5,picture,4,10,ceiling,1160,1562,6935,0.7426376440460948,0.167267483777938,0.15810276679841898,0.0856218937173442,0.40377431974299904,False,False
5,picture,5,14,undefined,433,1562,500,0.2772087067861716,0.866,0.2658072437077962,0.15404651162790697,0.6104769300892979,False,False
5,picture,6,21,lamp,48,1562,211,0.030729833546734954,0.22748815165876776,0.02782608695652174,0.01713367838657862,1.1240334762993867,True,False
5,picture,7,37,lamp,124,1562,215,0.0793854033290653,0.5767441860465117,0.0750151240169389,0.044651162790697675,0.783795393668489,True,False
5,picture,8,40,undefined,18,1562,19,0.011523687580025609,0.9473684210526315,0.011516314779270634,0.004465116279069767,0.696925978172834,False,False
5,picture,10,54,undefined,25,1562,26,0.016005121638924456,0.9615384615384616,0.01599488163787588,0.005581395348837209,0.14650210649796133,False,False
5,picture,11,64,tablet,4,1562,70,0.002560819462227913,0.05714285714285714,0.002457002457002457,0.0031886625332152346,1.325542691121773,False,False
5,picture,16,48,undefined,24,1562,24,0.015364916773367477,1.0,0.015364916773367477,0.002325581395348837,0.5460106607194174,False,False
5,picture,21,4,chair,1475,1562,9128,0.9443021766965429,0.16159070990359334,0.16006511123168746,0.027162103433289873,1.0238300310390351,True,False
5,picture,34,58,table,1262,1562,7452,0.8079385403329066,0.16935050993022008,0.162796697626419,0.031183282279773506,1.4480271280189774,True,False
5,picture,47,55,undefined,16,1562,16,0.010243277848911651,1.0,0.010243277848911651,0.0033488372093023254,0.9179247874903015,False,False
6,storage bin,23,5,rug,189,195,4532,0.9692307692307692,0.04170344218887908,0.04164830321727633,0.007166660694449422,0.8085349877441943,False,False
7,stuffed animal,2,24,wall,15,458,4210,0.03275109170305677,0.0035629453681710215,0.003223726627981947,0.01723717692480184,1.863889603771442,False,False
7,stuffed animal,23,5,rug,57,458,4532,0.12445414847161572,0.012577228596646072,0.011554834786134198,0.028508976242519798,1.181266072035067,False,False
7,stuffed animal,24,63,floor,96,458,428,0.2096069868995633,0.22429906542056074,0.12151898734177215,0.30505709624796085,0.32740573365717934,False,False
7,stuffed animal,32,0,unknown,133,458,1744,0.2903930131004367,0.07626146788990826,0.06428226196230062,0.036569222283508,1.4504323495474896,False,False
8,power outlet,23,5,rug,22,22,4532,1.0,0.0048543689320388345,0.0048543689320388345,0.0003009997491668757,0.8618837977163403,False,False
8,power outlet,32,0,unknown,20,22,1744,0.9090909090909091,0.011467889908256881,0.011454753722794959,0.0003861003861003861,2.093375133425204,False,False
9,mat,2,24,wall,132,176,4210,0.75,0.031353919239904986,0.031029619181946404,0.0033679092059506373,0.9619206456509599,False,False
9,mat,3,61,chair,1,176,2830,0.005681818181818182,0.00035335689045936394,0.00033277870216306157,0.004854090073529412,1.5358500336812382,True,False
9,mat,21,4,chair,155,176,9128,0.8806818181818182,0.016980718667835234,0.016941742266914417,0.000854027066088556,1.8729354066457546,True,False
9,mat,23,5,rug,1,176,4532,0.005681818181818182,0.0002206531332744925,0.00021244954323348204,0.0022355815736487985,1.681024874418797,False,False
10,potted plant,21,4,chair,33,49,9128,0.673469387755102,0.003615249780893953,0.0036089238845144356,0.0004952346300395177,3.108214830579263,True,False
10,potted plant,23,5,rug,1,49,4532,0.02040816326530612,0.0002206531332744925,0.0002183406113537118,0.0014046654961120866,0.34040577296428376,False,False
11,potted plant,9,44,desk-organizer,440,963,1026,0.4569055036344756,0.42884990253411304,0.28405422853453843,0.26085001124353496,0.48949818675429313,False,False
11,potted plant,23,5,rug,690,963,4532,0.7165109034267912,0.15225066195939982,0.14360041623309053,0.1384598846167628,0.5724465003850217,False,False
11,potted plant,32,0,unknown,4,963,1744,0.004153686396677051,0.0022935779816513763,0.0014798372179060304,0.03741496598639456,2.4248949973814375,False,False
12,sofa chair,3,61,chair,111,2477,2830,0.04481227291077917,0.0392226148409894,0.021362586605080832,0.10778776959848023,2.5847435947726716,True,True
12,sofa chair,4,10,ceiling,353,2477,6935,0.1425111021396851,0.050901225666906996,0.03896677337454465,0.06228562874641223,2.7303679156339573,False,False
12,sofa chair,12,8,wall,689,2477,3795,0.27815906338312474,0.18155467720685112,0.12341035285688698,0.10836303416495661,1.7901371521666616,False,False
12,sofa chair,18,51,wall,708,2477,2133,0.28582963262010497,0.3319268635724332,0.1814454126089185,0.3039179449270005,0.9559832220221735,False,False
12,sofa chair,21,4,chair,574,2477,9128,0.23173193379087606,0.06288343558282208,0.052035173601668025,0.08370899871736212,2.263655296368993,True,True
12,sofa chair,32,0,unknown,367,2477,1744,0.14816310052482842,0.21043577981651376,0.09522573949143746,0.12827920952270888,1.5706277689013246,False,False
12,sofa chair,34,58,table,1723,2477,7452,0.6955995155429956,0.23121309715512614,0.2099683158664392,0.10627310756626339,1.3238093667449813,True,False
12,sofa chair,35,7,sofa,645,2477,1021,0.26039563988696,0.6317335945151812,0.22607781282860148,0.283203125,0.2795945077699648,True,True
12,sofa chair,36,9,sofa,750,2477,2860,0.3027856277755349,0.26223776223776224,0.16350555918901244,0.1067148993895546,1.0500283178771557,True,True
12,sofa chair,39,52,other-leaf,3,2477,25,0.0012111425111021397,0.12,0.0012004801920768306,0.0020708880923934686,1.5731036505746936,False,False
16,floor,1,16,door,1,1472,808,0.0006793478260869565,0.0012376237623762376,0.00043878894251864854,0.07796610169491526,1.9998880630611677,True,False
16,floor,18,51,wall,117,1472,2133,0.07948369565217392,0.05485232067510549,0.033543577981651376,0.022963280162723476,2.226855770766541,False,False
16,floor,23,5,rug,42,1472,4532,0.028532608695652172,0.009267431597528684,0.007044615900704461,0.020111118152819147,2.1411557954142144,False,False
16,floor,32,0,unknown,353,1472,1744,0.23980978260869565,0.20240825688073394,0.12329724065665386,0.03138105567606652,0.7912797072137908,False,False
16,floor,35,7,sofa,102,1472,1021,0.06929347826086957,0.09990205680705191,0.04265997490589712,0.02252252252252252,1.865686181273429,True,False
16,floor,37,34,bin,55,1472,85,0.03736413043478261,0.6470588235294118,0.03661784287616511,0.018719580681392737,1.0495846230596821,False,False
16,floor,43,19,bin,24,1472,99,0.016304347826086956,0.24242424242424243,0.015513897866839044,0.02264645330338761,1.0234450244743678,False,False
16,floor,44,18,wall,1,1472,51,0.0006793478260869565,0.0196078431372549,0.000657030223390276,0.012364181341326339,1.0542961607371375,False,False
18,window,12,8,wall,176,1458,3795,0.12071330589849108,0.0463768115942029,0.034666141422099665,0.06885530811829857,2.19791917374288,False,False
18,window,32,0,unknown,277,1458,1744,0.18998628257887518,0.1588302752293578,0.0947008547008547,0.0653572780418051,2.132165072194863,False,False
18,window,34,58,table,785,1458,7452,0.5384087791495199,0.10534084809447128,0.09661538461538462,0.04023397382568434,2.2205445269012003,True,False
18,window,35,7,sofa,24,1458,1021,0.01646090534979424,0.023506366307541625,0.009775967413441956,0.01475365046598464,1.4843997871696484,True,False
18,window,36,9,sofa,731,1458,2860,0.5013717421124828,0.2555944055944056,0.2037914691943128,0.15855519755808037,1.4247001738408802,True,False
19,power outlet,32,0,unknown,3,3,1744,1.0,0.0017201834862385322,0.0017201834862385322,3.6771465342893915e-05,0.9484241405061307,False,False
19,power outlet,35,7,sofa,3,3,1021,1.0,0.002938295788442703,0.002938295788442703,0.000257201646090535,0.6625579604024253,True,False
20,person,2,24,wall,53,103,4210,0.5145631067961165,0.012589073634204275,0.01244131455399061,0.002509185410879111,1.4464357635020482,False,False
20,person,4,10,ceiling,101,103,6935,0.9805825242718447,0.014563806777217015,0.014559607899668444,0.002580604052504142,1.6533554235129218,False,False
20,person,21,4,chair,96,103,9128,0.9320388349514563,0.010517090271691499,0.010509031198686371,0.0008186531639428762,1.6305343773818906,True,False
21,pillow,12,8,wall,95,95,3795,1.0,0.025032938076416336,0.025032938076416336,0.008062746818780166,0.8110692360155897,False,False
21,pillow,21,4,chair,87,95,9128,0.9157894736842105,0.00953111305872042,0.00952276707530648,0.001114277917588915,2.4543804382181698,True,False
21,pillow,34,58,table,91,95,7452,0.9578947368421052,0.012211486849168009,0.012204935622317597,0.0012792397660818713,0.9769967627673193,True,False
21,pillow,36,9,sofa,95,95,2860,1.0,0.033216783216783216,0.033216783216783216,0.008742194469223908,1.006066701366306,True,False
22,person,12,8,wall,24,24,3795,1.0,0.006324110671936759,0.006324110671936759,0.0007313149041977475,0.2676164059439993,False,False
22,person,21,4,chair,17,24,9128,0.7083333333333334,0.0018624014022787028,0.0018609742747673782,0.00010106829184479954,2.488552404975021,True,False
22,person,34,58,table,24,24,7452,1.0,0.00322061191626409,0.00322061191626409,0.00011603081778520374,0.9859706681484899,True,False
22,person,36,9,sofa,24,24,2860,1.0,0.008391608391608392,0.008391608391608392,0.0007929428089999009,0.8271093996504432,True,False
23,vent,2,24,wall,3,53,4210,0.05660377358490566,0.0007125890736342043,0.0007042253521126761,0.0008066684592632429,1.6869853165553197,False,False
23,vent,4,10,ceiling,20,53,6935,0.37735849056603776,0.002883922134102379,0.0028702640642939152,0.0010752516885433924,1.735492918158942,False,False
23,vent,33,17,vent,53,53,224,1.0,0.23660714285714285,0.23660714285714285,0.1048951048951049,0.1472776698139123,False,False
24,ceiling,2,24,wall,721,2309,4210,0.31225638804677347,0.17125890736342042,0.12435322525008624,0.025656575080468348,2.2187106543652715,False,False
24,ceiling,4,10,ceiling,969,2309,6935,0.4196621914248592,0.13972602739726028,0.11709969788519638,0.015419760137064534,1.6232101746508585,False,False
24,ceiling,12,8,wall,379,2309,3795,0.16414032048505847,0.09986824769433465,0.06620087336244541,0.015628209787778707,2.5255509925790145,False,False
24,ceiling,20,66,tv-screen,9,2309,779,0.0038977912516240795,0.011553273427471117,0.002923026956804157,0.009579955784819455,2.0657562017887416,True,False
24,ceiling,21,4,chair,5,2309,9128,0.0021654395842356,0.0005477651183172656,0.00043736878936319107,0.01195326542840024,1.976848408096383,True,False
24,ceiling,26,42,undefined,81,2309,617,0.035080121264616716,0.1312803889789303,0.028471001757469243,0.04101077050538525,2.295020022886214,False,False
24,ceiling,27,22,indoor-plant,92,2309,94,0.03984408834993504,0.9787234042553191,0.0398096062310688,0.016029593094944512,1.4052298583401033,True,False
24,ceiling,48,56,pillar,12,2309,12,0.00519705500216544,1.0,0.00519705500216544,0.0012531328320802004,1.3756281302326194,False,False
24,ceiling,49,26,wall,229,2309,229,0.09917713295799047,1.0,0.09917713295799047,0.07894736842105263,0.1456514518250766,False,False
24,ceiling,50,20,blinds,172,2309,182,0.07449112169770464,0.945054945054945,0.07416990081931867,0.041353383458646614,0.22015875009592278,True,False
24,ceiling,51,23,plant-stand,16,2309,17,0.006929406669553919,0.9411764705882353,0.006926406926406926,0.0026106934001670842,1.3929204779994295,True,False
25,sofa chair,2,24,wall,52,6169,4210,0.008429242989139244,0.012351543942992874,0.005035344243245861,0.1880597014925373,2.112748221221265,False,False
25,sofa chair,3,61,chair,633,6169,2830,0.10260982331009888,0.22367491166077738,0.07566339947406168,0.17663794916016598,2.190076109416875,True,True
25,sofa chair,4,10,ceiling,1163,6169,6935,0.1885232614686335,0.16770007209805335,0.09739552801272926,0.2072641854759925,2.7837527116611342,False,False
25,sofa chair,9,44,desk-organizer,371,6169,1026,0.06013940671097422,0.361598440545809,0.054366940211019926,0.044071238008294836,2.3090723914349427,False,False
25,sofa chair,11,64,tablet,22,6169,70,0.003566218187712757,0.3142857142857143,0.003538684252855075,0.0015464540292376464,3.207404458559221,False,False
25,sofa chair,12,8,wall,715,6169,3795,0.11590209110066461,0.18840579710144928,0.07730565466536923,0.10402338510207722,2.968609975258799,False,False
25,sofa chair,18,51,wall,644,6169,2133,0.10439293240395527,0.30192217533989685,0.08409506398537477,0.08830359899587881,1.6483639322334014,False,False
25,sofa chair,20,66,tv-screen,56,6169,779,0.00907764629599611,0.07188703465982028,0.00812536273940801,0.01249169222392159,2.2586742792217427,True,False
25,sofa chair,21,4,chair,1746,6169,9128,0.28302804344302157,0.19127957931638914,0.12884657958822227,0.607234087956367,2.085945507988716,True,True
25,sofa chair,23,5,rug,1098,6169,4532,0.17798670773220943,0.24227714033539277,0.11433926897844424,0.25508653233318623,1.8085264689330556,False,False
25,sofa chair,25,12,table,75,6169,525,0.012157562003566219,0.14285714285714285,0.01133101676990482,0.010656034795215657,1.9743223562043242,True,False
25,sofa chair,34,58,table,1575,6169,7452,0.2553088020748906,0.2113526570048309,0.13074879628092312,0.6420902965237281,2.33243867903006,True,False
25,sofa chair,36,9,sofa,258,6169,2860,0.04182201329226779,0.09020979020979021,0.029415118002508265,0.11200803550768842,2.4747621928186607,True,True
25,sofa chair,39,52,other-leaf,25,6169,25,0.004052520667855406,1.0,0.004052520667855406,0.00020941564979259797,2.9678997902564306,False,False
26,blinds,0,15,blinds,507,507,507,1.0,1.0,1.0,1.0,0.0,True,True
26,blinds,1,16,door,452,507,808,0.8915187376725838,0.5594059405940595,0.5237543453070683,0.6356521739130435,0.10459794281702334,True,False
26,blinds,2,24,wall,151,507,4210,0.2978303747534517,0.035866983372921615,0.033070521243977226,0.009377942998760843,1.5169468267889241,False,False
26,blinds,3,61,chair,145,507,2830,0.2859960552268245,0.05123674911660778,0.045426065162907266,0.02099609375,0.9121697309994335,True,False
26,blinds,4,10,ceiling,69,507,6935,0.13609467455621302,0.009949531362653209,0.009358470093584701,0.002684055133650157,2.2664896238011947,False,False
26,blinds,18,51,wall,24,507,2133,0.047337278106508875,0.011251758087201125,0.009174311926605505,0.00756731389687335,1.594116663210835,False,False
26,blinds,21,4,chair,175,507,9128,0.34516765285996054,0.019171779141104295,0.01849894291754757,0.0036940460669274227,1.4376566257069578,True,False
26,blinds,23,5,rug,174,507,4532,0.3431952662721893,0.038393645189761696,0.03576567317574512,0.004846169744222011,2.429413206925504,False,False
26,blinds,24,63,floor,53,507,428,0.10453648915187377,0.12383177570093458,0.060090702947845805,0.02870563674321503,1.1690262606410444,False,False
26,blinds,43,19,bin,2,507,99,0.0039447731755424065,0.020202020202020204,0.0033112582781456954,0.005044136191677175,1.1610872815326532,False,False
26,blinds,44,18,wall,17,507,51,0.03353057199211045,0.3333333333333333,0.031423290203327174,0.015894039735099338,1.045469576695912,False,False
27,tissue-paper,4,10,ceiling,85,364,6935,0.23351648351648352,0.012256669069935111,0.011782644857222068,0.034099425430926804,2.2004155760175372,False,False
27,tissue-paper,12,8,wall,307,364,3795,0.8434065934065934,0.08089591567852437,0.07969885773624091,0.1204714098646879,0.6784952061136907,False,False
27,tissue-paper,21,4,chair,119,364,9128,0.3269230769230769,0.01303680981595092,0.012696041822255415,0.01746460083078136,2.5742380928688813,True,False
27,tissue-paper,34,58,table,312,364,7452,0.8571428571428571,0.04186795491143317,0.04157782515991471,0.020050125313283207,1.3988271176537292,True,False
27,tissue-paper,36,9,sofa,87,364,2860,0.23901098901098902,0.03041958041958042,0.027733503347146957,0.12418415946375022,1.537027113761587,True,False
27,tissue-paper,38,28,tissue-paper,364,364,364,1.0,1.0,1.0,1.0,0.0,False,False
27,tissue-paper,46,1,anonymize_text,173,364,173,0.47527472527472525,1.0,0.47527472527472525,0.5607638888888888,0.0583146560588415,False,False
