gt_index,gt_instance_id,gt_label,gt_voxels,best_predicted_index,best_predicted_label,best_voxel_iou,maximum_coverage,overlap_prediction_count,overlap_prediction_count_coverage_0p01,overlap_prediction_count_coverage_0p05
77,64,vent,33,48,armchair,0.03360370799536501,0.8787878787878788,2,2,1
78,83,lamp,1954,63,end table,0.21585677749360613,0.21596724667349027,14,11,3
79,78,lamp,506,34,coffee table,0.4471264367816092,0.7687747035573123,5,5,4
80,44,wall-plug,58,33,pillow,0.029014507253626812,1.0,1,1,1
81,51,undefined,52,34,coffee table,0.06622516556291391,0.9615384615384616,2,2,1
82,56,wall-plug,43,33,pillow,0.021510755377688845,1.0,1,1,1
83,91,window,106,,,0.0,0.0,0,0,0
84,34,blinds,275,34,coffee table,0.004887585532746823,0.01818181818181818,1,1,0
85,37,undefined,12,,,0.0,0.0,0,0,0
86,53,undefined,33,34,coffee table,0.043824701195219126,1.0,1,1,1
87,28,window,683,33,pillow,0.02366412213740458,0.09077598828696926,2,2,1
88,22,blinds,1066,34,coffee table,0.26583159359777314,0.35834896810506567,6,5,4
89,29,window,510,24,end table,0.012987012987012988,0.01568627450980392,5,2,0
90,58,blinds,521,15,sofa chair,0.007668711656441718,0.009596928982725527,5,0,0
