predicted_index,predicted_label,gt_index,gt_instance_id,gt_label,intersection_voxels,predicted_voxels,gt_voxels,purity,coverage,voxel_iou,bbox_iou,center_distance_m,semantic_eligible,semantic_consistent
3,closet door,40,32,undefined,8,397,8,0.020151133501259445,1.0,0.020151133501259445,0.011904761904761904,0.36116549198065817,False,False
4,chair,15,46,undefined,13,98,13,0.1326530612244898,1.0,0.1326530612244898,0.13392857142857142,0.22313133949745972,False,False
4,chair,17,50,switch,18,98,18,0.1836734693877551,1.0,0.1836734693877551,0.16071428571428573,0.22763630677426128,False,False
4,chair,18,51,wall,1,98,633,0.01020408163265306,0.001579778830963665,0.0013698630136986301,0.048484848484848485,1.059949808744153,False,False
4,chair,41,35,panel,20,98,21,0.20408163265306123,0.9523809523809523,0.20202020202020202,0.10714285714285714,0.28960362979539916,False,False
4,chair,42,36,switch,8,98,8,0.08163265306122448,1.0,0.08163265306122448,0.05357142857142857,0.26089681198024967,False,False
5,picture,3,61,chair,58,431,823,0.1345707656612529,0.07047387606318348,0.048494983277591976,0.04122592893951722,1.7700402852507613,True,False
5,picture,4,10,ceiling,339,431,1834,0.7865429234338747,0.18484187568157034,0.17601246105919002,0.10035087719298245,0.4228070807249707,False,False
5,picture,5,14,undefined,128,431,137,0.29698375870069604,0.9343065693430657,0.2909090909090909,0.18181818181818182,0.5920197707735836,False,False
5,picture,6,21,lamp,19,431,69,0.04408352668213457,0.2753623188405797,0.0395010395010395,0.013245033112582781,1.1417111182298065,True,False
5,picture,7,37,lamp,37,431,61,0.08584686774941995,0.6065573770491803,0.08131868131868132,0.045454545454545456,0.7418506068329258,True,False
5,picture,8,40,undefined,10,431,10,0.02320185614849188,1.0,0.02320185614849188,0.013986013986013986,0.699627666146625,False,False
5,picture,10,54,undefined,9,431,10,0.02088167053364269,0.9,0.020833333333333332,0.01048951048951049,0.11764405695998965,False,False
5,picture,11,64,tablet,5,431,23,0.01160092807424594,0.21739130434782608,0.011135857461024499,0.006756756756756757,1.320540601670959,False,False
5,picture,16,48,undefined,8,431,8,0.018561484918793503,1.0,0.018561484918793503,0.005244755244755245,0.57159357367377,False,False
5,picture,21,4,chair,404,431,2502,0.9373549883990719,0.16147082334132695,0.1597469355476473,0.0325,1.1044264809572555,True,False
5,picture,34,58,table,339,431,1954,0.7865429234338747,0.17349027635619244,0.1656891495601173,0.03880070546737213,1.4230393811905602,True,False
5,picture,47,55,undefined,7,431,7,0.016241299303944315,1.0,0.016241299303944315,0.009324009324009324,0.8997000852850005,False,False
6,storage bin,23,5,rug,60,60,1306,1.0,0.045941807044410414,0.045941807044410414,0.008116883116883116,0.7594215920861436,False,False
7,stuffed animal,2,24,wall,6,137,1150,0.043795620437956206,0.0052173913043478265,0.00468384074941452,0.022900763358778626,1.8825844605343525,False,False
7,stuffed animal,23,5,rug,26,137,1306,0.1897810218978102,0.019908116385911178,0.01834862385321101,0.03409090909090909,1.1282455986848299,False,False
7,stuffed animal,24,63,floor,33,137,129,0.24087591240875914,0.2558139534883721,0.14163090128755365,0.3253012048192771,0.3271201667992815,False,False
7,stuffed animal,32,0,unknown,48,137,517,0.35036496350364965,0.09284332688588008,0.07920792079207921,0.042839657282741736,1.4241115291245043,False,False
8,power outlet,23,5,rug,9,9,1306,1.0,0.006891271056661562,0.006891271056661562,0.0008658008658008658,0.8301414362947196,False,False
8,power outlet,32,0,unknown,9,9,517,1.0,0.017408123791102514,0.017408123791102514,0.0010879912960696314,2.0271019847025467,False,False
9,mat,2,24,wall,35,46,1150,0.7608695652173914,0.030434782608695653,0.030146425495262703,0.0036458333333333334,0.9570161923596505,False,False
9,mat,3,61,chair,2,46,823,0.043478260869565216,0.002430133657351154,0.002306805074971165,0.004999489847974697,1.529042059986187,True,False
9,mat,21,4,chair,46,46,2502,1.0,0.01838529176658673,0.01838529176658673,0.000928030303030303,1.8146283545259534,True,False
9,mat,23,5,rug,1,46,1306,0.021739130434782608,0.0007656967840735069,0.0007401924500370096,0.002271866717152594,1.649774481252133,False,False
10,potted plant,21,4,chair,16,18,2502,0.8888888888888888,0.006394884092725819,0.006389776357827476,0.0006060606060606061,3.052942129074644,True,False
10,potted plant,23,5,rug,1,18,1306,0.05555555555555555,0.0007656967840735069,0.0007558578987150416,0.0017316017316017316,0.3959321641246617,False,False
11,potted plant,9,44,desk-organizer,148,316,285,0.46835443037974683,0.519298245614035,0.32671081677704195,0.25906735751295334,0.5085770873584647,False,False
11,potted plant,23,5,rug,247,316,1306,0.7816455696202531,0.1891271056661562,0.17963636363636365,0.14285714285714285,0.5931543833034181,False,False
11,potted plant,32,0,unknown,5,316,517,0.015822784810126583,0.009671179883945842,0.006038647342995169,0.0450656705627184,2.3639626742603164,False,False
12,sofa chair,3,61,chair,34,635,823,0.05354330708661417,0.041312272174969626,0.023876404494382022,0.12566384920338095,2.539898932070505,True,True
12,sofa chair,4,10,ceiling,105,635,1834,0.16535433070866143,0.05725190839694656,0.044416243654822336,0.06887315859957911,2.7022986588801374,False,False
12,sofa chair,12,8,wall,190,635,969,0.2992125984251969,0.19607843137254902,0.13437057991513437,0.10289115646258504,1.7850463061228927,False,False
12,sofa chair,18,51,wall,212,635,633,0.33385826771653543,0.334913112164297,0.20075757575757575,0.31766612641815234,0.9288344850118504,False,False
12,sofa chair,21,4,chair,170,635,2502,0.2677165354330709,0.06794564348521183,0.057296932928884395,0.08883553421368548,2.2353656427052364,True,True
12,sofa chair,32,0,unknown,107,635,517,0.16850393700787403,0.20696324951644102,0.10239234449760766,0.13879694098847165,1.632555589661317,False,False
12,sofa chair,34,58,table,460,635,1954,0.7244094488188977,0.23541453428863868,0.21606387975575386,0.11543491004193533,1.2864614037873454,True,False
12,sofa chair,35,7,sofa,174,635,274,0.2740157480314961,0.635036496350365,0.23673469387755103,0.2878684030157642,0.32036807302173065,True,True
12,sofa chair,36,9,sofa,195,635,728,0.30708661417322836,0.26785714285714285,0.16695205479452055,0.10960906101571063,1.0410728194448713,True,True
12,sofa chair,39,52,other-leaf,8,635,8,0.012598425196850394,1.0,0.012598425196850394,0.0026676829268292685,1.5316407288008649,False,False
16,floor,1,16,door,2,429,236,0.004662004662004662,0.00847457627118644,0.0030165912518853697,0.09012875536480687,2.0185228264633914,True,False
16,floor,18,51,wall,40,429,633,0.09324009324009325,0.0631911532385466,0.03913894324853229,0.042283298097251586,2.223082111416372,False,False
16,floor,23,5,rug,23,429,1306,0.053613053613053616,0.01761102603369066,0.013434579439252336,0.041474654377880185,2.1089549590688352,False,False
16,floor,32,0,unknown,118,429,517,0.27505827505827507,0.22823984526112184,0.14251207729468598,0.06334961066385113,0.8037203938294063,False,False
16,floor,35,7,sofa,35,429,274,0.08158508158508158,0.12773722627737227,0.05239520958083832,0.04077010192525481,1.858582776431408,True,False
16,floor,37,34,bin,20,429,27,0.046620046620046623,0.7407407407407407,0.045871559633027525,0.02556818181818182,1.0646205485531601,False,False
16,floor,43,19,bin,11,429,31,0.02564102564102564,0.3548387096774194,0.024498886414253896,0.02556818181818182,1.0282382899659563,False,False
16,floor,44,18,wall,1,429,17,0.002331002331002331,0.058823529411764705,0.0022471910112359553,0.01278409090909091,1.0742878052589977,False,False
17,book,18,51,wall,1,24,633,0.041666666666666664,0.001579778830963665,0.001524390243902439,0.0043975373790677225,0.8319997516038319,False,False
18,window,12,8,wall,54,421,969,0.12826603325415678,0.05572755417956656,0.040419161676646706,0.07317073170731707,2.248860730239608,False,False
18,window,32,0,unknown,88,421,517,0.20902612826603326,0.1702127659574468,0.10352941176470588,0.07824784724822163,2.1753013494108724,False,False
18,window,34,58,table,227,421,1954,0.5391923990498813,0.11617195496417605,0.10567970204841713,0.04529616724738676,2.25757583108602,True,False
18,window,35,7,sofa,12,421,274,0.028503562945368172,0.043795620437956206,0.017569546120058566,0.029774564015312633,1.516881112059398,True,False
18,window,36,9,sofa,208,421,728,0.49406175771971494,0.2857142857142857,0.22104144527098832,0.17397769516728626,1.4388029067529242,True,False
19,power outlet,32,0,unknown,2,2,517,1.0,0.0038684719535783366,0.0038684719535783366,0.00013599891200870393,0.9893400008208142,False,False
19,power outlet,35,7,sofa,2,2,274,1.0,0.0072992700729927005,0.0072992700729927005,0.0008818342151675485,0.6484466905213407,True,False
20,person,2,24,wall,20,34,1150,0.5882352941176471,0.017391304347826087,0.01718213058419244,0.004162330905306972,1.449272471341583,False,False
20,person,4,10,ceiling,33,34,1834,0.9705882352941176,0.017993456924754635,0.017983651226158037,0.004093567251461989,1.6570369846956734,False,False
20,person,21,4,chair,34,34,2502,1.0,0.013589128697042365,0.013589128697042365,0.0013257575757575758,1.628135487489756,True,False
21,pillow,12,8,wall,28,28,969,1.0,0.02889576883384933,0.02889576883384933,0.011396011396011397,0.8268529604949704,False,False
21,pillow,21,4,chair,27,28,2502,0.9642857142857143,0.01079136690647482,0.010787055533359968,0.0016666666666666668,2.495830871399325,True,False
21,pillow,34,58,table,28,28,1954,1.0,0.014329580348004094,0.014329580348004094,0.0019897797675575454,1.001551116638408,True,False
21,pillow,36,9,sofa,28,28,728,1.0,0.038461538461538464,0.038461538461538464,0.012753623188405797,0.9861007720670211,True,False
22,person,12,8,wall,10,10,969,1.0,0.010319917440660475,0.010319917440660475,0.001554001554001554,0.31757159392879003,False,False
22,person,21,4,chair,8,10,2502,0.8,0.0031974420463629096,0.003194888178913738,0.00022727272727272727,2.5599452583105173,True,False
22,person,34,58,table,10,10,1954,1.0,0.00511770726714432,0.00511770726714432,0.000271333604666938,1.0409475065983453,True,False
22,person,36,9,sofa,10,10,728,1.0,0.013736263736263736,0.013736263736263736,0.0017391304347826088,0.8544714963114303,True,False
23,vent,2,24,wall,2,16,1150,0.125,0.0017391304347826088,0.001718213058419244,0.001486988847583643,1.6750957392298542,False,False
23,vent,4,10,ceiling,9,16,1834,0.5625,0.004907306434023991,0.004888647474198805,0.0017543859649122807,1.7310569927615895,False,False
23,vent,33,17,vent,16,16,59,1.0,0.2711864406779661,0.2711864406779661,0.14285714285714285,0.15041425429699012,False,False
24,ceiling,2,24,wall,204,612,1150,0.3333333333333333,0.17739130434782607,0.13093709884467267,0.025465230166503428,2.2569001066780277,False,False
24,ceiling,4,10,ceiling,267,612,1834,0.4362745098039216,0.14558342420937842,0.12253327214318495,0.02991116608568537,1.6332098918772127,False,False
24,ceiling,12,8,wall,108,612,969,0.17647058823529413,0.11145510835913312,0.07331975560081466,0.030428769017980636,2.4929402171986546,False,False
24,ceiling,20,66,tv-screen,8,612,247,0.013071895424836602,0.032388663967611336,0.009400705052878966,0.02201524132091448,2.11008719205434,True,False
24,ceiling,21,4,chair,4,612,2502,0.006535947712418301,0.0015987210231814548,0.0012861736334405145,0.023068181818181818,2.016003035444992,True,False
24,ceiling,26,42,undefined,25,612,170,0.04084967320261438,0.14705882352941177,0.03302509907529723,0.041463414634146344,2.312225471072034,False,False
24,ceiling,27,22,indoor-plant,32,612,33,0.05228758169934641,0.9696969696969697,0.052202283849918436,0.03333333333333333,1.4538693569862013,True,False
24,ceiling,48,56,pillar,3,612,3,0.004901960784313725,1.0,0.004901960784313725,0.0024630541871921183,1.354650060608262,False,False
24,ceiling,49,26,wall,73,612,73,0.119281045751634,1.0,0.119281045751634,0.1625615763546798,0.15255870297803265,False,False
24,ceiling,50,20,blinds,55,612,58,0.08986928104575163,0.9482758620689655,0.08943089430894309,0.08374384236453201,0.23956963328848688,True,False
24,ceiling,51,23,plant-stand,7,612,8,0.011437908496732025,0.875,0.011419249592169658,0.007389162561576354,1.3907098645040397,True,False
25,sofa chair,2,24,wall,22,1695,1150,0.012979351032448377,0.019130434782608695,0.0077931278781438185,0.19899190822888704,2.0926648729173216,False,False
25,sofa chair,3,61,chair,200,1695,823,0.11799410029498525,0.24301336573511542,0.08628127696289906,0.1869859257905319,2.178356233639846,True,True
25,sofa chair,4,10,ceiling,327,1695,1834,0.1929203539823009,0.17829880043620502,0.10212367270455965,0.20892558336244782,2.792478537222072,False,False
25,sofa chair,9,44,desk-organizer,123,1695,285,0.07256637168141593,0.43157894736842106,0.06623586429725363,0.0439852576883572,2.256599063305067,False,False
25,sofa chair,11,64,tablet,8,1695,23,0.00471976401179941,0.34782608695652173,0.004678362573099415,0.0014801110083256244,3.2356328665124985,False,False
25,sofa chair,12,8,wall,187,1695,969,0.11032448377581121,0.19298245614035087,0.07549454985870004,0.11293857484155034,2.999575956356379,False,False
25,sofa chair,18,51,wall,196,1695,633,0.11563421828908554,0.30963665086887837,0.09193245778611632,0.09267139479905437,1.6591820906906385,False,False
25,sofa chair,20,66,tv-screen,27,1695,247,0.01592920353982301,0.10931174089068826,0.014099216710182768,0.01697647370891061,2.244394915176191,True,False
25,sofa chair,21,4,chair,499,1695,2502,0.2943952802359882,0.19944044764188648,0.1349378042184965,0.6105192970201146,2.0485691800783172,True,True
25,sofa chair,23,5,rug,359,1695,1306,0.21179941002949854,0.27488514548238896,0.13588190764572294,0.26753781369790586,1.7349972998817966,False,False
25,sofa chair,25,12,table,29,1695,146,0.01710914454277286,0.19863013698630136,0.016004415011037526,0.012663171960119231,1.9571129362493533,True,False
25,sofa chair,26,42,undefined,1,1695,170,0.0005899705014749262,0.0058823529411764705,0.000536480686695279,0.003372072017823809,2.5120856356554313,False,False
25,sofa chair,29,25,wall-plug,3,1695,9,0.0017699115044247787,0.3333333333333333,0.001763668430335097,0.00018501387604070305,1.887051958553913,False,False
25,sofa chair,30,31,wall-plug,1,1695,6,0.0005899705014749262,0.16666666666666666,0.000588235294117647,0.00012334258402713538,1.8218330641832106,False,False
25,sofa chair,34,58,table,428,1695,1954,0.25250737463126843,0.21903787103377687,0.1328779882024216,0.6556316183549042,2.3269552461220684,True,False
25,sofa chair,35,7,sofa,1,1695,274,0.0005899705014749262,0.0036496350364963502,0.0005081300813008131,0.04662349676225717,1.5881962204049842,True,True
25,sofa chair,36,9,sofa,78,1695,728,0.04601769911504425,0.10714285714285714,0.03326226012793177,0.12110202845897669,2.4947074082916427,True,True
25,sofa chair,39,52,other-leaf,8,1695,8,0.00471976401179941,1.0,0.00471976401179941,0.00028779936272998254,2.9933135192242486,False,False
26,blinds,0,15,blinds,141,141,141,1.0,1.0,1.0,1.0,0.0,True,True
26,blinds,1,16,door,135,141,236,0.9574468085106383,0.5720338983050848,0.5578512396694215,0.6346153846153846,0.10373176632418578,True,False
26,blinds,2,24,wall,45,141,1150,0.3191489361702128,0.0391304347826087,0.036115569823434994,0.019451812555260833,1.5384665779803903,False,False
26,blinds,3,61,chair,55,141,823,0.3900709219858156,0.06682867557715674,0.06050605060506051,0.04040404040404041,0.9006573321482305,True,False
26,blinds,4,10,ceiling,22,141,1834,0.15602836879432624,0.011995637949836423,0.011264720942140297,0.006211180124223602,2.2743214812991845,False,False
26,blinds,18,51,wall,12,141,633,0.0851063829787234,0.018957345971563982,0.015748031496062992,0.018272425249169437,1.5646661540927551,False,False
26,blinds,21,4,chair,55,141,2502,0.3900709219858156,0.021982414068745005,0.02125193199381762,0.0075,1.3908204139769038,True,False
26,blinds,23,5,rug,51,141,1306,0.3617021276595745,0.03905053598774885,0.036532951289398284,0.009627727856225931,2.3894461724264233,False,False
26,blinds,24,63,floor,17,141,129,0.12056737588652482,0.13178294573643412,0.06719367588932806,0.048154093097913325,1.1768529860961128,False,False
26,blinds,43,19,bin,2,141,31,0.014184397163120567,0.06451612903225806,0.011764705882352941,0.009345794392523364,1.169088170361359,False,False
26,blinds,44,18,wall,6,141,17,0.0425531914893617,0.35294117647058826,0.039473684210526314,0.019704433497536946,1.042815056436001,False,False
27,tissue-paper,4,10,ceiling,25,109,1834,0.22935779816513763,0.013631406761177753,0.013034410844629822,0.03531300160513644,2.226996782765678,False,False
27,tissue-paper,12,8,wall,95,109,969,0.8715596330275229,0.09803921568627451,0.09664292980671414,0.12432012432012432,0.6535424794374598,False,False
27,tissue-paper,21,4,chair,38,109,2502,0.3486238532110092,0.015187849720223821,0.014768752429071124,0.01818181818181818,2.639585035692682,True,False
27,tissue-paper,34,58,table,93,109,1954,0.8532110091743119,0.04759467758444217,0.047208121827411166,0.02170668837335504,1.4209092011688313,True,False
27,tissue-paper,36,9,sofa,26,109,728,0.23853211009174313,0.03571428571428571,0.032059186189889025,0.12607449856733524,1.5425001506415228,True,False
27,tissue-paper,38,28,tissue-paper,109,109,109,1.0,1.0,1.0,1.0,0.0,False,False
27,tissue-paper,46,1,anonymize_text,55,109,55,0.5045871559633027,1.0,0.5045871559633027,0.5625,0.06734374453672487,False,False
