predicted_index,predicted_label,predicted_voxels,best_gt_instance_id,best_gt_label,best_voxel_iou,purity_at_best_iou,coverage_at_best_iou,maximum_purity,overlap_gt_count,overlap_gt_count_purity_0p01,overlap_gt_count_purity_0p05
36,sofa chair,13,19,blinds,0.05439330543933055,1.0,0.05439330543933055,1.0,1,1,1
37,bottle,6,78,lamp,0.03896103896103896,1.0,0.03896103896103896,1.0,3,3,3
38,blinds,220,19,blinds,0.8888888888888888,0.9818181818181818,0.9037656903765691,0.9818181818181818,1,1,1
39,blinds,741,15,blinds,0.3643724696356275,0.3643724696356275,1.0,0.43859649122807015,10,10,7
40,pillow,11,19,blinds,0.04602510460251046,1.0,0.04602510460251046,1.0,1,1,1
41,pillow,34,19,blinds,0.14225941422594143,1.0,0.14225941422594143,1.0,1,1,1
42,lamp,3,60,rug,0.0054249547920434,1.0,0.0054249547920434,1.0,1,1,1
43,potted plant,63,78,lamp,0.24,0.6666666666666666,0.2727272727272727,0.6666666666666666,3,3,3
44,ceiling,1843,33,wall,0.3187980945401246,0.47205642973412915,0.49544419134396356,0.47205642973412915,7,6,5
45,coffee table,58,21,blinds,0.1552346570397112,0.7413793103448276,0.16412213740458015,0.7413793103448276,6,6,6
46,radiator,145,74,chair,0.25132275132275134,0.6551724137931034,0.2896341463414634,0.6551724137931034,5,5,5
47,chair,19,64,vent,0.03125,0.05263157894736842,0.07142857142857142,0.05263157894736842,1,1,1
48,armchair,230,64,vent,0.05172413793103448,0.05217391304347826,0.8571428571428571,0.05217391304347826,1,1,1
49,pillow,11,,,0.0,0.0,0.0,0.0,0,0,0
50,pillow,38,,,0.0,0.0,0.0,0.0,0,0,0
51,pillow,575,83,lamp,0.07163601161665054,0.12869565217391304,0.13909774436090225,0.7391304347826086,2,2,2
52,lamp,43,,,0.0,0.0,0.0,0.0,0,0,0
53,pillow,19,83,lamp,0.016605166051660517,0.47368421052631576,0.016917293233082706,0.9473684210526315,2,2,2
54,pillow,50,83,lamp,0.01926444833625219,0.22,0.020676691729323307,0.92,2,2,2
55,book,36,78,lamp,0.20253164556962025,0.8888888888888888,0.2077922077922078,0.8888888888888888,4,4,3
56,lamp,2,81,undefined,0.0007501875468867217,0.5,0.0007507507507507507,1.0,2,2,2
57,book,53,,,0.0,0.0,0.0,0.0,0,0,0
58,lamp,2,83,lamp,0.0037593984962406013,1.0,0.0037593984962406013,1.0,3,3,3
59,lamp,12,83,lamp,0.01303538175046555,0.5833333333333334,0.013157894736842105,1.0,3,3,3
60,lamp,35,83,lamp,0.02717391304347826,0.42857142857142855,0.02819548872180451,1.0,3,3,2
61,sofa chair,3,26,window,0.017964071856287425,1.0,0.017964071856287425,1.0,1,1,1
62,book,23,,,0.0,0.0,0.0,0.0,0,0,0
63,end table,122,83,lamp,0.22932330827067668,1.0,0.22932330827067668,1.0,2,2,2
64,power outlet,14,83,lamp,0.024390243902439025,0.9285714285714286,0.02443609022556391,1.0,2,2,2
65,lamp,24,83,lamp,0.02394106813996317,0.5416666666666666,0.02443609022556391,0.9583333333333334,2,2,2
66,floor,135,83,lamp,0.18683274021352314,0.7777777777777778,0.19736842105263158,0.7777777777777778,7,7,6
67,lamp,21,83,lamp,0.0297951582867784,0.7619047619047619,0.03007518796992481,1.0,2,2,2
68,end table,69,86,blanket,0.3170731707317073,0.7536231884057971,0.35374149659863946,0.8840579710144928,10,10,8
69,lamp,12,83,lamp,0.018726591760299626,0.8333333333333334,0.018796992481203006,1.0,3,3,3
70,lamp,10,83,lamp,0.013084112149532711,0.7,0.013157894736842105,1.0,3,3,3
71,blinds,1347,88,ceiling,0.21234890558640968,0.9651076466221232,0.2139917695473251,0.9651076466221232,3,3,3
