predicted_index,predicted_label,gt_index,gt_instance_id,gt_label,intersection_voxels,predicted_voxels,gt_voxels,purity,coverage,voxel_iou,bbox_iou,center_distance_m,semantic_eligible,semantic_consistent
6,window,11,40,lamp,9,100,275,0.09,0.03272727272727273,0.02459016393442623,0.005535055350553505,1.245676025429798,True,False
6,window,17,48,wall,70,100,1000,0.7,0.07,0.06796116504854369,0.005251312828207052,1.145588656543002,False,False
6,window,29,88,ceiling,50,100,6075,0.5,0.00823045267489712,0.00816326530612245,0.0014736221632773356,3.8341644656370386,False,False
7,toaster,16,47,undefined,1,15,178,0.06666666666666667,0.0056179775280898875,0.005208333333333333,0.019801980198019802,0.7041790506230978,False,False
7,toaster,17,48,wall,14,15,1000,0.9333333333333333,0.014,0.013986013986013986,0.002406015037593985,0.7758642729240728,False,False
8,power outlet,7,25,floor,6,6,1036,1.0,0.005791505791505791,0.005791505791505791,0.00034722222222222224,0.47723308957844063,False,False
9,light switch,7,25,floor,14,14,1036,1.0,0.013513513513513514,0.013513513513513514,0.000925925925925926,0.6801610430724105,False,False
10,coffee kettle,16,47,undefined,23,33,178,0.696969696969697,0.12921348314606743,0.12234042553191489,0.10101010101010101,0.5297389046259059,False,False
10,coffee kettle,17,48,wall,19,33,1000,0.5757575757575758,0.019,0.01873767258382643,0.006015037593984963,0.5566743041738648,False,False
11,book,11,40,lamp,25,25,275,1.0,0.09090909090909091,0.09090909090909091,0.014423076923076924,0.3526879078315254,True,False
11,book,17,48,wall,4,25,1000,0.16,0.004,0.0039177277179236044,0.000375234521575985,1.4717398445377499,False,False
11,book,29,88,ceiling,25,25,6075,1.0,0.00411522633744856,0.00411522633744856,0.0004420866489832007,3.5448046997585503,False,False
12,cabinet,11,40,lamp,135,337,275,0.40059347181008903,0.4909090909090909,0.2830188679245283,0.18072289156626506,0.28202153038976036,True,False
12,cabinet,16,47,undefined,76,337,178,0.22551928783382788,0.42696629213483145,0.17312072892938496,0.2222222222222222,1.0521245288232064,False,False
12,cabinet,17,48,wall,137,337,1000,0.4065281899109792,0.137,0.11416666666666667,0.045441304981066126,1.3304877026655442,False,False
12,cabinet,29,88,ceiling,160,337,6075,0.47477744807121663,0.02633744855967078,0.025591810620601407,0.011269589716499384,3.563683591233347,False,False
13,poster,5,9,sofa,171,300,499,0.57,0.342685370741483,0.27229299363057324,0.16885553470919323,0.7670352172658083,True,False
13,poster,20,60,rug,135,300,553,0.45,0.244122965641953,0.18802228412256267,0.06,0.8509936630403194,False,False
13,poster,25,71,cushion,40,300,70,0.13333333333333333,0.5714285714285714,0.12121212121212122,0.15,0.9580982793665639,True,False
13,poster,33,18,cushion,46,300,48,0.15333333333333332,0.9583333333333334,0.152317880794702,0.2097902097902098,0.602497838861961,True,False
13,poster,53,70,cushion,43,300,107,0.14333333333333334,0.40186915887850466,0.11813186813186813,0.15384615384615385,1.2154888988251142,True,False
13,poster,54,8,cushion,13,300,135,0.043333333333333335,0.0962962962962963,0.030805687203791468,0.04783599088838269,1.7674436873430144,True,False
14,closet door,0,2,cabinet,68,294,429,0.23129251700680273,0.1585081585081585,0.10381679389312977,0.13333333333333333,0.852728814470888,True,False
14,closet door,3,6,lamp,16,294,308,0.05442176870748299,0.05194805194805195,0.027303754266211604,0.014705882352941176,1.969846512843552,True,False
14,closet door,7,25,floor,224,294,1036,0.7619047619047619,0.21621621621621623,0.20253164556962025,0.03537790029864461,0.8856412463801061,False,False
14,closet door,17,48,wall,45,294,1000,0.15306122448979592,0.045,0.036028823058446756,0.056240601503759396,1.4127196684412382,False,False
14,closet door,22,65,plate,1,294,33,0.003401360544217687,0.030303030303030304,0.003067484662576687,0.015945330296127564,1.4649031520304456,True,False
15,sofa chair,7,25,floor,45,45,1036,1.0,0.04343629343629344,0.04343629343629344,0.009259259259259259,1.4229407718984426,False,False
15,sofa chair,13,42,window,6,45,109,0.13333333333333333,0.05504587155963303,0.04054054054054054,0.07725321888412018,1.184208860806439,True,False
15,sofa chair,15,46,pillar,11,45,91,0.24444444444444444,0.12087912087912088,0.088,0.10344827586206896,0.7593165931214247,False,False
15,sofa chair,18,50,blinds,6,45,121,0.13333333333333333,0.049586776859504134,0.0375,0.046632124352331605,1.0723898404797916,True,False
15,sofa chair,19,57,wall,37,45,596,0.8222222222222222,0.06208053691275168,0.061258278145695365,0.027210884353741496,0.7925765782402541,False,False
15,sofa chair,20,60,rug,14,45,553,0.3111111111111111,0.02531645569620253,0.023972602739726026,0.004975124378109453,1.6731218213725911,False,False
15,sofa chair,44,75,basket,23,45,57,0.5111111111111111,0.40350877192982454,0.2911392405063291,0.3879310344827586,0.22748468858416526,True,False
15,sofa chair,45,77,sofa,16,45,375,0.35555555555555557,0.042666666666666665,0.039603960396039604,0.019971469329529243,1.190917616124248,True,True
15,sofa chair,46,86,blanket,22,45,147,0.4888888888888889,0.14965986394557823,0.12941176470588237,0.084,0.5258921150263335,False,False
15,sofa chair,66,32,cushion,13,45,65,0.28888888888888886,0.2,0.13402061855670103,0.17073170731707318,0.529255007285244,True,False
15,sofa chair,89,29,window,6,45,148,0.13333333333333333,0.04054054054054054,0.03208556149732621,0.12162162162162163,1.0491223539556411,True,False
15,sofa chair,90,58,blinds,4,45,143,0.08888888888888889,0.027972027972027972,0.021739130434782608,0.11173184357541899,1.0242790376423838,True,False
16,potted plant,11,40,lamp,24,36,275,0.6666666666666666,0.08727272727272728,0.08362369337979095,0.046153846153846156,0.6191331876013343,True,False
16,potted plant,29,88,ceiling,31,36,6075,0.8611111111111112,0.005102880658436214,0.005098684210526316,0.0014146772767462423,3.359985668875668,False,False
17,lamp,3,6,lamp,191,1118,308,0.1708407871198569,0.6201298701298701,0.15465587044534412,0.10163934426229508,1.8408592075782158,True,True
17,lamp,4,7,table,56,1118,56,0.05008944543828265,1.0,0.05008944543828265,0.01730769230769231,1.283088213131947,True,False
17,lamp,5,9,sofa,320,1118,499,0.28622540250447226,0.6412825651302605,0.24672320740169623,0.2838709677419355,1.0158153183126621,True,False
17,lamp,6,20,undefined,35,1118,35,0.03130590339892665,1.0,0.03130590339892665,0.012362637362637362,1.4527133810735586,False,False
17,lamp,7,25,floor,330,1118,1036,0.295169946332737,0.3185328185328185,0.18092105263157895,0.07194097151055544,2.4021918901079005,False,False
17,lamp,8,27,table,44,1118,44,0.03935599284436494,1.0,0.03935599284436494,0.015384615384615385,1.1023607675278262,True,False
17,lamp,10,39,stool,27,1118,88,0.024150268336314847,0.3068181818181818,0.022900763358778626,0.02079002079002079,2.155941235040375,True,False
17,lamp,12,41,stool,57,1118,57,0.050983899821109124,1.0,0.050983899821109124,0.01978021978021978,1.6625967480414752,True,False
17,lamp,20,60,rug,292,1118,553,0.26118067978533094,0.5280289330922242,0.21174764321972445,0.1700404858299595,0.7983968264702439,False,False
17,lamp,25,71,cushion,39,1118,70,0.03488372093023256,0.5571428571428572,0.033942558746736295,0.04835164835164835,0.547876575291713,True,False
17,lamp,33,18,cushion,4,1118,48,0.0035778175313059034,0.08333333333333333,0.0034423407917383822,0.03626373626373627,0.2719912486469549,True,False
17,lamp,34,33,wall,201,1118,1756,0.17978533094812166,0.11446469248291571,0.07519640852974187,0.04807692307692308,1.593490958751775,False,False
17,lamp,35,36,door,29,1118,271,0.0259391771019678,0.1070110701107011,0.021323529411764706,0.016822429906542057,3.8389975331355553,True,False
17,lamp,36,61,window,31,1118,249,0.027728085867620753,0.12449799196787148,0.023203592814371257,0.01957585644371941,3.390085438418959,True,False
17,lamp,53,70,cushion,70,1118,107,0.0626118067978533,0.6542056074766355,0.06060606060606061,0.07692307692307693,1.5762170379432876,True,False
17,lamp,54,8,cushion,127,1118,135,0.11359570661896243,0.9407407407407408,0.1127886323268206,0.0989010989010989,2.1347392160216727,True,False
17,lamp,55,63,picture,34,1118,557,0.03041144901610018,0.06104129263913824,0.020719073735527116,0.024765157984628524,1.7090137931557678,False,False
17,lamp,56,73,chair,3,1118,496,0.0026833631484794273,0.006048387096774193,0.00186219739292365,0.08616187989556136,2.1939269241929464,True,False
17,lamp,57,74,chair,129,1118,328,0.11538461538461539,0.3932926829268293,0.0979498861047836,0.08629441624365482,3.0432098866646617,True,False
17,lamp,60,89,wall,93,1118,804,0.08318425760286226,0.11567164179104478,0.05084745762711865,0.061372354027560735,2.7222603484000367,False,False
17,lamp,63,69,cushion,27,1118,93,0.024150268336314847,0.2903225806451613,0.022804054054054054,0.03306218840199423,3.267296708572143,True,False
18,power outlet,29,88,ceiling,6,6,6075,1.0,0.0009876543209876543,0.0009876543209876543,8.841732979664014e-05,3.350740638808994,False,False
19,ceiling,3,6,lamp,77,926,308,0.08315334773218143,0.25,0.0665514261019879,0.052838857893009517,2.418175198718252,True,False
19,ceiling,29,88,ceiling,179,926,6075,0.19330453563714903,0.029465020576131686,0.026238639695104076,0.01309252440236133,2.8195983223629675,False,False
19,ceiling,32,1,undefined,16,926,67,0.017278617710583154,0.23880597014925373,0.016376663254861822,0.03405405405405405,1.5107912927249916,False,False
19,ceiling,34,33,wall,455,926,1756,0.49136069114470843,0.2591116173120729,0.20431073192635832,0.07757227509427186,2.7339518831011262,False,False
19,ceiling,35,36,door,17,926,271,0.0183585313174946,0.06273062730627306,0.01440677966101695,0.12362637362637363,1.949197758254427,True,False
19,ceiling,36,61,window,79,926,249,0.08531317494600432,0.3172690763052209,0.07208029197080291,0.13643659711075443,1.680752237993595,True,False
19,ceiling,37,14,undefined,27,926,27,0.029157667386609073,1.0,0.029157667386609073,0.02377717391304348,1.4358308170199159,False,False
19,ceiling,38,16,switch,24,926,24,0.02591792656587473,1.0,0.02591792656587473,0.019021739130434784,1.810517799633717,False,False
19,ceiling,39,0,unknown,223,926,1002,0.2408207343412527,0.22255489021956087,0.130791788856305,0.029918404351767906,2.2794213425858243,False,False
20,sofa chair,10,39,stool,4,4,88,1.0,0.045454545454545456,0.045454545454545456,0.020833333333333332,0.2576840792729418,True,True
20,sofa chair,20,60,rug,2,4,553,0.5,0.003616636528028933,0.0036036036036036037,0.0007575757575757576,1.3692071609130592,False,False
21,window,29,88,ceiling,82,82,6075,1.0,0.013497942386831276,0.013497942386831276,0.009519599174771588,2.2683610547151516,False,False
21,window,39,0,unknown,79,82,1002,0.9634146341463414,0.07884231536926148,0.07860696517412935,0.03867337164750958,0.5778139120656337,False,False
22,pillow,29,88,ceiling,70,85,6075,0.8235294117647058,0.011522633744855968,0.011494252873563218,0.004951370468611848,0.5503621307556607,False,False
23,sofa chair,29,88,ceiling,144,155,6075,0.9290322580645162,0.023703703703703703,0.02366086099244167,0.011936339522546418,0.7974574668546975,False,False
24,end table,7,25,floor,15,15,1036,1.0,0.01447876447876448,0.01447876447876448,0.0024305555555555556,1.4725756369423504,False,False
24,end table,10,39,stool,4,15,88,0.26666666666666666,0.045454545454545456,0.04040404040404041,0.018518518518518517,0.6533254667612649,True,False
24,end table,19,57,wall,10,15,596,0.6666666666666666,0.016778523489932886,0.016638935108153077,0.0050916496945010185,0.884153711557162,False,False
24,end table,20,60,rug,8,15,553,0.5333333333333333,0.014466546112115732,0.014285714285714285,0.0037821482602118004,1.4696671352365935,False,False
24,end table,44,75,basket,14,15,57,0.9333333333333333,0.24561403508771928,0.2413793103448276,0.25925925925925924,0.10367812491417208,True,False
24,end table,45,77,sofa,8,15,375,0.5333333333333333,0.021333333333333333,0.020942408376963352,0.013303769401330377,1.0719427513735151,True,False
24,end table,46,86,blanket,13,15,147,0.8666666666666667,0.08843537414965986,0.087248322147651,0.045454545454545456,0.3718913913995381,False,False
24,end table,66,32,cushion,6,15,65,0.4,0.09230769230769231,0.08108108108108109,0.05847953216374269,0.45008465855715124,True,False
24,end table,89,29,window,3,15,148,0.2,0.02027027027027027,0.01875,0.020618556701030927,1.135783955857615,True,False
24,end table,90,58,blinds,3,15,143,0.2,0.02097902097902098,0.01935483870967742,0.021897810218978103,1.1130895221144665,True,False
25,sofa chair,29,88,ceiling,12,12,6075,1.0,0.0019753086419753087,0.0019753086419753087,0.000206307102858827,1.4951474903388353,False,False
25,sofa chair,39,0,unknown,8,12,1002,0.6666666666666666,0.007984031936127744,0.007952286282306162,0.0008381226053639847,1.7494305392397422,False,False
26,ceiling light,29,88,ceiling,26,93,6075,0.27956989247311825,0.004279835390946502,0.004233148811462064,0.0010605078654333353,3.2957208496013872,False,False
26,ceiling light,34,33,wall,80,93,1756,0.8602150537634409,0.04555808656036447,0.04522328999434709,0.009876543209876543,3.0289324870156555,False,False
26,ceiling light,35,36,door,5,93,271,0.053763440860215055,0.01845018450184502,0.013927576601671309,0.02586206896551724,1.4198134451544675,True,False
26,ceiling light,36,61,window,35,93,249,0.3763440860215054,0.14056224899598393,0.11400651465798045,0.03389830508474576,1.2235606623465067,True,False
27,paper bag,29,88,ceiling,47,69,6075,0.6811594202898551,0.007736625514403292,0.0077087092012465145,0.0017683465959328027,1.0473964034903833,False,False
28,pillow,19,57,wall,3,54,596,0.05555555555555555,0.0050335570469798654,0.00463678516228748,0.004672897196261682,1.262927108519602,False,False
28,pillow,30,11,table,50,54,262,0.9259259259259259,0.19083969465648856,0.18796992481203006,0.12962962962962962,0.2186332457163095,True,False
28,pillow,43,54,undefined,19,54,44,0.35185185185185186,0.4318181818181818,0.24050632911392406,0.28735632183908044,0.25416710921619406,False,False
28,pillow,45,77,sofa,11,54,375,0.2037037037037037,0.029333333333333333,0.02631578947368421,0.05185185185185185,0.5359581246054488,True,False
28,pillow,47,12,book,32,54,72,0.5925925925925926,0.4444444444444444,0.3404255319148936,0.4,0.1396376422202428,True,False
28,pillow,48,59,book,37,54,69,0.6851851851851852,0.5362318840579711,0.43023255813953487,0.5833333333333334,0.09968613308184614,True,False
28,pillow,49,43,pot,43,54,66,0.7962962962962963,0.6515151515151515,0.5584415584415584,0.6222222222222222,0.04752158780094415,True,False
28,pillow,50,24,undefined,21,54,25,0.3888888888888889,0.84,0.3620689655172414,0.42857142857142855,0.10087627048951503,False,False
28,pillow,51,55,plant-stand,15,54,48,0.2777777777777778,0.3125,0.1724137931034483,0.3333333333333333,0.3852383916466415,True,False
28,pillow,52,35,indoor-plant,2,54,57,0.037037037037037035,0.03508771929824561,0.01834862385321101,0.12307692307692308,0.5937224403983826,True,False
28,pillow,58,10,table,8,54,136,0.14814814814814814,0.058823529411764705,0.04395604395604396,0.017408123791102514,0.936014685435366,True,False
28,pillow,60,89,wall,2,54,804,0.037037037037037035,0.0024875621890547263,0.002336448598130841,0.0015183723048891589,2.5709542277813373,False,False
29,pillow,30,11,table,20,20,262,1.0,0.07633587786259542,0.07633587786259542,0.05555555555555555,0.43426239551320533,True,False
29,pillow,51,55,plant-stand,12,20,48,0.6,0.25,0.21428571428571427,0.17647058823529413,0.2729968075718918,True,False
29,pillow,52,35,indoor-plant,10,20,57,0.5,0.17543859649122806,0.14925373134328357,0.11764705882352941,0.20616063729967166,True,False
29,pillow,56,73,chair,12,20,496,0.6,0.024193548387096774,0.023809523809523808,0.01282051282051282,1.2383657411936178,True,False
29,pillow,60,89,wall,1,20,804,0.05,0.0012437810945273632,0.001215066828675577,0.002286236854138089,2.0251354978577476,False,False
30,pillow,30,11,table,14,14,262,1.0,0.05343511450381679,0.05343511450381679,0.044444444444444446,0.6928007226057278,True,False
30,pillow,45,77,sofa,2,14,375,0.14285714285714285,0.005333333333333333,0.00516795865633075,0.017777777777777778,1.0776061029039663,True,False
30,pillow,52,35,indoor-plant,3,14,57,0.21428571428571427,0.05263157894736842,0.04411764705882353,0.21333333333333335,0.32215578720387716,True,False
30,pillow,56,73,chair,14,14,496,1.0,0.028225806451612902,0.028225806451612902,0.010256410256410256,0.972004613842281,True,False
30,pillow,59,72,cushion,8,14,127,0.5714285714285714,0.06299212598425197,0.06015037593984962,0.06,0.44497841313307895,True,True
30,pillow,60,89,wall,2,14,804,0.14285714285714285,0.0024875621890547263,0.0024509803921568627,0.001828989483310471,1.7207324125418109,False,False
31,pillow,30,11,table,27,65,262,0.4153846153846154,0.10305343511450382,0.09,0.15625,0.8443642728021699,True,False
31,pillow,45,77,sofa,7,65,375,0.1076923076923077,0.018666666666666668,0.016166281755196306,0.06493506493506493,1.1580739149688286,True,False
31,pillow,52,35,indoor-plant,12,65,57,0.18461538461538463,0.21052631578947367,0.10909090909090909,0.26525198938992045,0.45461506472990365,True,False
31,pillow,56,73,chair,65,65,496,1.0,0.1310483870967742,0.1310483870967742,0.05384615384615385,0.8376180379082602,True,False
31,pillow,58,10,table,3,65,136,0.046153846153846156,0.022058823529411766,0.015151515151515152,0.05054151624548736,0.6579130123135297,True,False
31,pillow,59,72,cushion,48,65,127,0.7384615384615385,0.3779527559055118,0.3333333333333333,0.3333333333333333,0.27387203700488544,True,True
31,pillow,60,89,wall,5,65,804,0.07692307692307693,0.006218905472636816,0.005787037037037037,0.009602194787379973,1.5701909485321301,False,False
31,pillow,67,84,pillar,2,65,258,0.03076923076923077,0.007751937984496124,0.006230529595015576,0.01174496644295302,1.0940911716418207,False,False
32,pillow,56,73,chair,13,13,496,1.0,0.02620967741935484,0.02620967741935484,0.005128205128205128,0.7114407333801105,True,False
32,pillow,59,72,cushion,7,13,127,0.5384615384615384,0.05511811023622047,0.05263157894736842,0.026845637583892617,0.4429966127212828,True,True
33,pillow,7,25,floor,3,559,1036,0.005366726296958855,0.0028957528957528956,0.0018844221105527637,0.016751269035532996,2.6899327353816784,False,False
33,pillow,19,57,wall,71,559,596,0.12701252236135957,0.11912751677852348,0.06549815498154982,0.11383582860092928,1.5487683712829017,False,False
33,pillow,30,11,table,217,559,262,0.3881932021466905,0.8282442748091603,0.35927152317880795,0.3927272727272727,0.38675532042263794,True,False
33,pillow,43,54,undefined,31,559,44,0.055456171735241505,0.7045454545454546,0.05419580419580419,0.030545454545454546,0.757337123981735,False,False
33,pillow,45,77,sofa,205,559,375,0.3667262969588551,0.5466666666666666,0.2812071330589849,0.35910224438902744,0.6695212961613426,True,False
33,pillow,46,86,blanket,59,559,147,0.10554561717352415,0.4013605442176871,0.09119010819165378,0.14383561643835616,1.248675049664126,False,False
33,pillow,47,12,book,47,559,72,0.08407871198568873,0.6527777777777778,0.08047945205479452,0.12727272727272726,0.6380623771201253,True,False
33,pillow,48,59,book,42,559,69,0.07513416815742398,0.6086956521739131,0.07167235494880546,0.08727272727272728,0.60070547325999,True,False
33,pillow,49,43,pot,40,559,66,0.07155635062611806,0.6060606060606061,0.06837606837606838,0.08181818181818182,0.5611152229455693,True,False
33,pillow,50,24,undefined,15,559,25,0.026833631484794274,0.6,0.026362038664323375,0.02181818181818182,0.571633666792798,False,False
33,pillow,51,55,plant-stand,44,559,48,0.07871198568872988,0.9166666666666666,0.07815275310834814,0.06545454545454546,0.31423383609837996,True,False
33,pillow,52,35,indoor-plant,54,559,57,0.09660107334525939,0.9473684210526315,0.09608540925266904,0.08181818181818182,0.12672603407601854,True,False
33,pillow,56,73,chair,270,559,496,0.48300536672629696,0.5443548387096774,0.34394904458598724,0.3363309352517986,1.298083540756159,True,False
33,pillow,58,10,table,81,559,136,0.1449016100178891,0.5955882352941176,0.13192182410423453,0.1990831696136215,0.53471221823088,True,False
33,pillow,59,72,cushion,113,559,127,0.20214669051878353,0.889763779527559,0.19720767888307156,0.21381818181818182,0.7084891508524076,True,True
33,pillow,60,89,wall,114,559,804,0.2039355992844365,0.1417910447761194,0.09127301841473179,0.06462510097672028,2.0856483128335124,False,False
33,pillow,64,92,book,4,559,41,0.007155635062611807,0.0975609756097561,0.006711409395973154,0.02595529920692141,0.8134044132683587,True,False
33,pillow,66,32,cushion,21,559,65,0.03756708407871199,0.3230769230769231,0.03482587064676617,0.04778156996587031,1.2803228579145678,True,True
33,pillow,67,84,pillar,47,559,258,0.08407871198568873,0.1821705426356589,0.06103896103896104,0.07912087912087912,1.2579051018955756,False,False
33,pillow,70,21,blinds,26,559,262,0.046511627906976744,0.09923664122137404,0.03270440251572327,0.0340522133938706,1.9041758929248074,True,False
33,pillow,72,38,window,19,559,287,0.03398926654740608,0.06620209059233449,0.022974607013301087,0.044257112750263436,1.9219027339029662,True,False
33,pillow,76,80,wall-plug,24,559,24,0.04293381037567084,1.0,0.04293381037567084,0.02618181818181818,0.5065523865591882,False,False
33,pillow,80,44,wall-plug,27,559,27,0.04830053667262969,1.0,0.04830053667262969,0.04363636363636364,0.49012592284547707,False,False
33,pillow,82,56,wall-plug,19,559,19,0.03398926654740608,1.0,0.03398926654740608,0.02909090909090909,0.5212830797788345,False,False
33,pillow,87,28,window,24,559,187,0.04293381037567084,0.12834224598930483,0.0332409972299169,0.060759493670886074,1.366317816597504,True,False
33,pillow,88,22,blinds,39,559,302,0.06976744186046512,0.1291390728476821,0.04744525547445255,0.08126410835214447,1.3241227541348923,True,False
33,pillow,89,29,window,3,559,148,0.005366726296958855,0.02027027027027027,0.004261363636363636,0.008050989600805098,1.5988243395155388,True,False
33,pillow,90,58,blinds,2,559,143,0.0035778175313059034,0.013986013986013986,0.002857142857142857,0.008097165991902834,1.6018817798706302,True,False
34,coffee table,19,57,wall,1,213,596,0.004694835680751174,0.0016778523489932886,0.0012376237623762376,0.14342629482071714,1.3505366275257005,False,False
34,coffee table,29,88,ceiling,147,213,6075,0.6901408450704225,0.02419753086419753,0.023937469467513434,0.014854111405835544,1.9474139930195973,False,False
34,coffee table,67,84,pillar,1,213,258,0.004694835680751174,0.003875968992248062,0.002127659574468085,0.23076923076923078,1.068979739604808,False,False
34,coffee table,79,78,lamp,125,213,154,0.5868544600938967,0.8116883116883117,0.5165289256198347,0.45454545454545453,0.18471373928075574,True,False
34,coffee table,81,51,undefined,18,213,18,0.08450704225352113,1.0,0.08450704225352113,0.05952380952380952,0.4713680034238188,False,False
34,coffee table,83,91,window,1,213,37,0.004694835680751174,0.02702702702702703,0.004016064257028112,0.011494252873563218,0.678797265053597,True,False
34,coffee table,84,34,blinds,4,213,80,0.018779342723004695,0.05,0.01384083044982699,0.04395604395604396,0.6618956962365331,True,False
34,coffee table,86,53,undefined,10,213,10,0.046948356807511735,1.0,0.046948356807511735,0.031746031746031744,0.5486873742349114,False,False
34,coffee table,87,28,window,12,213,187,0.056338028169014086,0.06417112299465241,0.030927835051546393,0.2830188679245283,0.6985542782576174,True,False
34,coffee table,88,22,blinds,118,213,302,0.5539906103286385,0.39072847682119205,0.2972292191435768,0.29426751592356687,0.5353539928422004,True,False
34,coffee table,89,29,window,3,213,148,0.014084507042253521,0.02027027027027027,0.008379888268156424,0.021844660194174758,1.1593857111168746,True,False
34,coffee table,90,58,blinds,2,213,143,0.009389671361502348,0.013986013986013986,0.005649717514124294,0.022149302707136997,1.1827762515553397,True,False
35,cup,29,88,ceiling,15,24,6075,0.625,0.0024691358024691358,0.002465483234714004,0.0007073386383731211,1.8148906714209607,False,False
35,cup,79,78,lamp,19,24,154,0.7916666666666666,0.12337662337662338,0.11949685534591195,0.037037037037037035,0.1881341138545176,True,False
35,cup,88,22,blinds,18,24,302,0.75,0.059602649006622516,0.05844155844155844,0.023529411764705882,0.6137779015423462,True,False
36,sofa chair,69,19,blinds,13,13,239,1.0,0.05439330543933055,0.05439330543933055,0.02727272727272727,0.553654028484442,True,False
37,bottle,29,88,ceiling,3,6,6075,0.5,0.0004938271604938272,0.0004935834155972359,0.00017683465959328028,2.0447633950160724,False,False
37,bottle,79,78,lamp,6,6,154,1.0,0.03896103896103896,0.03896103896103896,0.009259259259259259,0.19594005655464036,True,False
37,bottle,88,22,blinds,1,6,302,0.16666666666666666,0.0033112582781456954,0.003257328990228013,0.0058823529411764705,0.8500876249389893,True,False
